Time [mS], AccX [mg], AccY [mg], AccZ [mg], GyroX [mdps], GyroY [mdps], GyroZ [mdps],MagX [mgauss],MagY [mgauss],MagZ [mgauss],P [mB],T ['C]
2900, 1023, -12, 1, 0, 49910, 2030, -487, -67, -522, 964.18, 28.22
2901, 1005, 0, 31, 140, 40880, -910, -486, -67, -522, 964.18, 28.22
2902, 1017, 0, 19, 210, 46830, -1050, -490, -64, -520, 964.18, 28.22
2903, 1016, 0, 26, 350, 56910, -1330, -490, -66, -526, 964.18, 28.22
2904, 1011, 0, 42, 350, 65100, -1540, -490, -70, -534, 964.20, 28.22
2905, 1007, 0, 56, 420, 71050, -1680, -489, -73, -540, 964.20, 28.22
2906, 977, 2, 104, 280, 71680, -1750, -487, -67, -540, 964.20, 28.22
2907, 981, 2, 116, 0, 28910, -840, -489, -63, -540, 964.20, 28.22
2908, 987, 1, 112, -70, 19950, -630, -487, -66, -540, 964.20, 28.22
2909, 1003, 14, 100, -350, 17710, -700, -489, -70, -538, 964.20, 28.22
2910, 1008, 121, 177, -9380, 24920, -1820, -490, -69, -547, 964.20, 28.22
2911, 1023, 105, 156, -34230, 43260, -4900, -493, -64, -547, 964.20, 28.22
2912, 1001, -91, 42, -41090, 53970, -5950, -490, -64, -546, 964.15, 28.22
2913, 991, -47, 105, -3570, 61740, -2100, -486, -63, -550, 964.15, 28.22
2914, 993, 1, 145, 280, 53620, -1260, -486, -64, -553, 964.15, 28.22
2915, 1004, 1, 130, 210, 59220, -1540, -487, -64, -552, 964.15, 28.22
2916, 1011, 1, 128, 280, 67340, -1680, -489, -64, -555, 964.14, 28.22
2917, 1002, 1, 145, 420, 79170, -2030, -489, -67, -558, 964.14, 28.22
2918, 1002, 2, 157, 630, 87990, -2450, -484, -69, -565, 964.14, 28.22
2919, 1019, 2, 153, 630, 114310, -2730, -483, -66, -573, 964.14, 28.22
2920, 1011, 2, 172, 770, 138670, -3080, -486, -64, -582, 964.12, 28.22
2921, 984, 3, 217, 980, 156170, -3430, -483, -69, -585, 964.12, 28.22
2922, 972, 4, 247, 980, 165480, -3640, -480, -66, -588, 964.12, 28.22
2923, 975, 3, 255, 1120, 175910, -3850, -480, -64, -600, 964.12, 28.22
2924, 973, 4, 269, 1330, 213010, -4760, -477, -69, -613, 964.10, 28.22
2925, 934, 12, 414, -910, 231280, -6160, -474, -69, -628, 964.10, 28.22
2926, 1008, 36, 388, -8330, 239820, 1750, -468, -66, -639, 964.10, 28.22
2927, 892, 12, 473, -6090, 235970, 7140, -462, -60, -652, 964.10, 28.22
2928, 821, 30, 632, -22750, 252210, 1330, -457, -63, -664, 964.15, 28.22
2929, 802, 17, 636, -43820, 269500, -8540, -454, -69, -676, 964.15, 28.22
2930, 910, -54, 379, -34020, 239330, -24920, -448, -70, -690, 964.15, 28.22
2931, 799, -12, 557, -1960, 206220, -1960, -438, -76, -700, 964.15, 28.22
2932, 730, -2, 656, 910, 184730, 560, -432, -81, -723, 964.20, 28.22
2933, 748, 20, 645, 3640, 164290, 1960, -430, -76, -739, 964.20, 28.22
2934, 744, 65, 659, 10990, 148680, 8960, -426, -73, -747, 964.20, 28.22
2935, 701, 66, 699, 11900, 137060, 10220, -420, -78, -753, 964.20, 28.22
2936, 704, -25, 709, -490, 129990, -840, -418, -75, -750, 964.19, 28.22
2937, 701, -57, 719, 490, 127260, 0, -415, -69, -748, 964.19, 28.22
2938, 689, -17, 725, 4060, 123410, 4270, -406, -67, -754, 964.19, 28.22
2939, 651, -15, 747, 7700, 111930, 8330, -402, -67, -757, 964.19, 28.22
2940, 644, -24, 767, 10500, 100030, 11900, -397, -70, -756, 964.23, 28.22
2941, 645, -12, 765, 14490, 89740, 16590, -390, -67, -766, 964.23, 28.22
2942, 634, -21, 775, 28770, 67760, 35070, -390, -69, -777, 964.23, 28.22
2943, 634, -5, 780, 30800, 68040, 37310, -388, -73, -780, 964.23, 28.22
2944, 635, -4, 790, 31920, 74480, 39340, -382, -73, -784, 964.22, 28.22
2945, 614, -2, 797, 31640, 80920, 39760, -379, -75, -781, 964.22, 28.22
2946, 589, -3, 813, 30520, 89600, 38220, -378, -69, -781, 964.22, 28.22
2947, 571, -11, 837, 26880, 126770, 35350, -369, -66, -792, 964.22, 28.22
2948, 498, -45, 869, 24500, 147630, 34160, -361, -69, -801, 964.18, 28.22
2949, 444, -33, 903, 19390, 161070, 26600, -360, -73, -804, 964.18, 28.22
2950, 417, 19, 912, 11060, 157920, 14420, -351, -75, -816, 964.18, 28.22
2951, 449, 61, 897, 1610, 147770, 420, -340, -72, -825, 964.18, 28.22
2952, 475, 12, 871, -2310, 137830, -6930, -339, -73, -825, 964.17, 28.22
2953, 512, 12, 872, -3640, 108220, -8050, -339, -73, -826, 964.17, 28.22
2954, 530, 14, 859, -140, 98490, -2240, -333, -73, -829, 964.17, 28.22
2955, 472, 20, 889, 7490, 85470, 14420, -328, -76, -834, 964.17, 28.22
2956, 432, 1, 905, 13510, 86940, 28070, -324, -78, -837, 964.18, 28.22
2957, 396, -4, 922, 16380, 92330, 35980, -318, -76, -841, 964.18, 28.22
2958, 338, -34, 941, 16170, 99260, 37380, -313, -75, -843, 964.18, 28.22
2959, 356, 0, 927, 15750, 129920, 41720, -304, -73, -838, 964.18, 28.22
2960, 366, -3, 934, 19740, 137830, 52080, -298, -75, -846, 964.16, 28.22
2961, 320, 3, 945, 21280, 134470, 63000, -289, -78, -859, 964.16, 28.22
2962, 285, 27, 970, 20300, 126980, 62580, -279, -81, -859, 964.16, 28.22
2963, 274, 13, 965, 15890, 117600, 53200, -276, -79, -855, 964.16, 28.22
2964, 264, -10, 961, 11410, 115850, 41370, -270, -79, -862, 964.13, 28.22
2965, 208, 22, 993, 4760, 99120, 15400, -261, -78, -865, 964.13, 28.22
2966, 188, 16, 998, 2380, 84420, 7000, -258, -73, -861, 964.13, 28.22
2967, 194, 1, 989, 630, 74130, 2730, -256, -75, -867, 964.13, 28.22
2968, 201, 2, 983, 1050, 72170, 5600, -253, -79, -873, 964.13, 28.22
2969, 205, -2, 975, 2730, 77980, 10920, -253, -79, -873, 964.15, 28.22
2970, 120, -27, 990, 2030, 86730, 6650, -244, -76, -868, 964.15, 28.22
2971, 162, -32, 984, -2730, 126070, -31080, -240, -79, -870, 964.15, 28.22
2972, 175, 0, 997, -2310, 123690, -29680, -234, -81, -873, 964.15, 28.22
2973, 162, 75, 1031, 420, 100240, -14770, -220, -82, -870, 964.17, 28.22
2974, 58, 18, 1027, 490, 65170, 70, -222, -81, -868, 964.17, 28.22
2975, 78, -2, 1005, 140, 55230, 1050, -225, -78, -873, 964.17, 28.22
2976, 54, 0, 1014, 0, 39830, -630, -219, -79, -873, 964.17, 28.22
2977, 61, 0, 1007, -210, 35420, -280, -217, -82, -876, 964.13, 28.22
2978, 56, 0, 1008, -140, 32620, -210, -217, -79, -873, 964.13, 28.22
2979, 55, 0, 1007, 70, 31290, -490, -214, -73, -870, 964.13, 28.22
2980, 53, -1, 1004, 140, 30660, -840, -216, -75, -871, 964.13, 28.22
2981, -154, -25, 972, 140, 39340, -9730, -213, -79, -877, 964.13, 28.22
2982, 57, 37, 1172, -9170, 124250, -47040, -213, -79, -874, 964.13, 28.22
2983, 236, -23, 997, -700, 3360, -7840, -208, -81, -874, 964.13, 28.22
2984, 13, 0, 1007, 490, -630, -350, -205, -87, -877, 964.13, 28.22
2985, 10, -2, 1006, -280, 210, -350, -204, -90, -889, 964.21, 28.22
2986, 12, -1, 1006, 420, -560, -420, -205, -85, -882, 964.21, 28.22
2987, 13, 0, 1007, 210, -420, -420, -204, -82, -874, 964.21, 28.22
2988, 11, -1, 1006, -70, 0, -420, -201, -81, -874, 964.21, 28.22
2989, 13, 0, 1007, -210, 0, -420, -199, -84, -873, 964.22, 28.22
2990, 13, -1, 1007, -350, 140, -420, -207, -85, -876, 964.22, 28.22
2991, 13, 0, 1006, -350, 140, -350, -211, -84, -877, 964.22, 28.22
2992, 15, 1, 1007, -980, 840, -350, -210, -87, -874, 964.22, 28.22
2993, 14, 0, 1008, -1540, 1540, -420, -208, -84, -870, 964.19, 28.22
2994, 11, -1, 1009, -4690, 2870, -350, -211, -85, -874, 964.19, 28.22
2995, 8, -7, 999, -2030, 1120, -350, -205, -85, -877, 964.19, 28.22
2996, 9, -6, 1000, -1260, 700, -350, -201, -81, -874, 964.19, 28.22
2997, 11, -3, 1005, -630, 280, -350, -202, -81, -874, 964.15, 28.22
2998, 11, -2, 1006, -490, 140, -350, -204, -85, -877, 964.15, 28.22
2999, 11, -3, 1006, -490, 70, -350, -202, -85, -877, 964.15, 28.22
3000, 11, -3, 1007, -350, 140, -350, -202, -84, -871, 964.15, 28.22
3001, 12, -3, 1007, -280, 140, -350, -204, -87, -873, 964.13, 28.22
3002, 11, -2, 1005, -280, 0, -420, -201, -87, -877, 964.13, 28.22
3003, 11, -2, 1005, -210, 70, -420, -205, -84, -879, 964.13, 28.22
3004, 10, -3, 1005, -210, 0, -350, -207, -84, -873, 964.13, 28.22
3005, 10, -2, 1005, -210, 0, -350, -204, -87, -874, 964.17, 28.22
3006, 10, -3, 1006, -210, 0, -420, -207, -84, -877, 964.17, 28.22
3007, 11, -3, 1007, -140, 0, -350, -207, -85, -876, 964.17, 28.22
3008, 11, -3, 1007, -140, 70, -350, -199, -84, -868, 964.17, 28.22
3009, 11, -2, 1007, -140, 0, -350, -199, -81, -867, 964.24, 28.22
3010, 12, -2, 1007, -210, -70, -350, -205, -85, -871, 964.24, 28.22
3011, 12, -3, 1006, -140, -70, -350, -204, -87, -871, 964.24, 28.22
3012, 11, -3, 1006, -140, 0, -350, -204, -88, -874, 964.24, 28.22
3013, 10, -2, 1006, -210, -70, -420, -201, -82, -876, 964.24, 28.22
3014, 10, -3, 1006, -140, -70, -350, -199, -82, -874, 964.24, 28.22
3015, 11, -3, 1007, -210, 0, -420, -199, -87, -874, 964.24, 28.22
3016, 10, -2, 1008, -140, 0, -350, -199, -84, -874, 964.24, 28.22
3017, 10, -3, 1007, -70, -70, -420, -202, -82, -870, 964.22, 28.22
3018, 11, -3, 1007, -140, -70, -350, -205, -85, -871, 964.22, 28.22
3019, 11, -3, 1006, -140, 0, -350, -205, -87, -873, 964.22, 28.22
3020, 11, -2, 1006, -140, 0, -350, -210, -84, -871, 964.22, 28.22
3021, 11, -3, 1006, -140, -70, -420, -210, -84, -879, 964.22, 28.22
3022, 11, -3, 1006, -140, 0, -420, -198, -90, -877, 964.22, 28.22
3023, 11, -3, 1005, -140, -70, -350, -199, -85, -873, 964.22, 28.22
3024, 10, -3, 1005, -140, 0, -420, -205, -79, -873, 964.22, 28.22
3025, 11, -3, 1005, -140, 0, -350, -201, -84, -873, 964.18, 28.22
3026, 11, -3, 1006, -70, 0, -420, -202, -81, -868, 964.18, 28.22
3027, 10, -3, 1006, -140, 0, -420, -201, -78, -868, 964.18, 28.22
3028, 12, -3, 1006, -140, -70, -350, -198, -79, -882, 964.18, 28.22
3029, 11, -3, 1006, -210, -70, -420, -201, -85, -879, 964.16, 28.22
3030, 11, -3, 1007, -140, 0, -350, -201, -87, -870, 964.16, 28.22
3031, 11, -3, 1007, -70, 0, -350, -198, -81, -874, 964.16, 28.22
3032, 10, -3, 1006, -70, -70, -420, -199, -79, -874, 964.16, 28.22
3033, 11, -2, 1006, -140, -70, -350, -202, -84, -876, 964.17, 28.22
3034, 11, -2, 1006, -140, -70, -350, -199, -87, -876, 964.17, 28.22
3035, 10, -2, 1007, -70, 0, -420, -201, -87, -883, 964.17, 28.22
3036, 11, -3, 1006, -140, -70, -420, -205, -82, -889, 964.17, 28.22
3037, 11, -2, 1007, -140, -70, -420, -205, -84, -883, 964.19, 28.22
3038, 12, -3, 1007, -70, -70, -350, -205, -85, -876, 964.19, 28.22
3039, 11, -3, 1006, -140, -70, -350, -205, -84, -868, 964.19, 28.22
3040, 11, -3, 1006, -140, -70, -350, -202, -88, -867, 964.19, 28.22
3041, 11, -3, 1007, -140, -70, -420, -201, -87, -870, 964.20, 28.23
3042, 11, -3, 1007, -140, -70, -350, -204, -79, -870, 964.20, 28.23
3043, 10, -3, 1006, -140, -70, -350, -208, -82, -880, 964.20, 28.23
3044, 11, -2, 1006, -70, 0, -420, -208, -85, -874, 964.20, 28.23
3045, 10, -2, 1006, -70, -70, -350, -208, -79, -865, 964.18, 28.23
3046, 10, -3, 1006, -70, 0, -350, -207, -84, -871, 964.18, 28.23
3047, 11, -3, 1006, -70, 0, -350, -204, -85, -877, 964.18, 28.23
3048, 11, -4, 1006, -70, -70, -350, -204, -82, -874, 964.18, 28.23
3049, 11, -3, 1006, 0, -70, -420, -205, -85, -867, 964.14, 28.23
3050, 11, -3, 1007, 70, -140, -420, -205, -81, -873, 964.14, 28.23
3051, 11, -1, 1008, -140, -70, -420, -204, -82, -882, 964.14, 28.23
3052, 11, -2, 1006, -140, -70, -420, -202, -87, -879, 964.14, 28.23
3053, 11, -3, 1005, -70, 0, -420, -202, -87, -876, 964.14, 28.23
3054, 11, -2, 1005, -140, -70, -350, -207, -82, -877, 964.14, 28.23
3055, 11, -2, 1006, -210, 0, -350, -207, -88, -876, 964.14, 28.23
3056, 10, -3, 1006, -140, 0, -350, -205, -90, -876, 964.14, 28.23
3057, 11, -3, 1006, -140, 0, -350, -204, -87, -874, 964.18, 28.23
3058, 11, -2, 1007, -70, -70, -350, -202, -87, -879, 964.18, 28.23
3059, 10, -2, 1006, -140, -70, -420, -202, -87, -880, 964.18, 28.23
3060, 11, -3, 1006, -70, 0, -350, -204, -88, -877, 964.18, 28.23
3061, 11, -3, 1007, -70, -70, -350, -204, -82, -877, 964.14, 28.23
3062, 11, -3, 1007, -140, -70, -420, -201, -79, -874, 964.14, 28.23
3063, 11, -3, 1006, -140, 0, -350, -201, -79, -874, 964.14, 28.23
3064, 10, -3, 1006, -140, 0, -350, -202, -78, -871, 964.14, 28.23
3065, 11, -3, 1006, -140, -70, -350, -202, -82, -870, 964.13, 28.23
3066, 11, -3, 1007, -140, -70, -420, -204, -88, -879, 964.13, 28.23
3067, 12, -3, 1006, -140, -70, -420, -202, -87, -879, 964.13, 28.23
3068, 12, -2, 1006, -70, -70, -350, -205, -81, -870, 964.13, 28.23
3069, 11, -3, 1007, -70, -70, -350, -207, -81, -868, 964.21, 28.23
3070, 11, -3, 1007, -70, -70, -350, -202, -79, -865, 964.21, 28.23
3071, 11, -2, 1006, -70, -70, -420, -202, -84, -871, 964.21, 28.23
3072, 10, -2, 1006, -70, -70, -350, -201, -85, -871, 964.21, 28.23
3073, 10, -3, 1006, -70, -70, -420, -202, -84, -873, 964.23, 28.23
3074, 10, -2, 1006, -140, -70, -350, -205, -84, -877, 964.23, 28.23
3075, 10, -3, 1007, -140, -70, -350, -202, -84, -874, 964.23, 28.23
3076, 11, -2, 1006, -140, 0, -350, -205, -82, -874, 964.23, 28.23
3077, 11, -2, 1007, -140, 0, -420, -208, -84, -874, 964.19, 28.23
3078, 10, -3, 1006, -140, 0, -350, -207, -82, -874, 964.19, 28.23
3079, 10, -3, 1006, -140, 0, -420, -202, -82, -877, 964.19, 28.23
3080, 11, -3, 1006, -140, -70, -350, -204, -84, -876, 964.19, 28.23
3081, 11, -3, 1006, -140, -70, -350, -207, -85, -877, 964.16, 28.23
3082, 11, -3, 1005, -140, 0, -350, -207, -85, -877, 964.16, 28.23
3083, 11, -3, 1006, -140, 0, -350, -202, -81, -871, 964.16, 28.23
3084, 11, -3, 1006, -140, -70, -350, -205, -78, -873, 964.16, 28.23
3085, 11, -2, 1006, -70, -70, -350, -208, -82, -880, 964.17, 28.23
3086, 11, -3, 1005, -140, -70, -350, -202, -88, -888, 964.17, 28.23
3087, 11, -3, 1006, -140, 0, -350, -205, -87, -885, 964.17, 28.23
3088, 11, -2, 1005, -140, -70, -350, -208, -82, -876, 964.17, 28.23
3089, 10, -2, 1006, -140, 0, -420, -205, -82, -871, 964.20, 28.23
3090, 10, -3, 1005, -140, -70, -350, -202, -81, -871, 964.20, 28.23
3091, 10, -3, 1007, -70, -70, -420, -204, -82, -871, 964.20, 28.23
3092, 11, -3, 1005, 0, -70, -420, -205, -87, -874, 964.20, 28.23
3093, 10, -3, 1007, 0, -140, -420, -205, -85, -876, 964.18, 28.23
3094, 11, -3, 1005, -70, -70, -420, -205, -84, -874, 964.18, 28.23
3095, 10, -3, 1006, 0, -70, -350, -202, -82, -870, 964.18, 28.23
3096, 11, -2, 1006, -140, -70, -350, -205, -84, -870, 964.18, 28.23
3097, 11, -3, 1006, -70, 0, -350, -208, -87, -871, 964.17, 28.23
3098, 11, -3, 1006, -140, -140, -420, -205, -84, -874, 964.17, 28.23
3099, 11, -3, 1006, -140, 0, -350, -201, -85, -876, 964.17, 28.23
3100, 11, -2, 1007, -210, 0, -350, -204, -85, -873, 964.17, 28.23
3101, 11, -3, 1006, -210, 0, -350, -207, -87, -874, 964.19, 28.23
3102, 12, -3, 1006, -140, 70, -350, -207, -85, -873, 964.19, 28.23
3103, 10, -2, 1006, -70, 0, -350, -205, -82, -873, 964.19, 28.23
3104, 11, -3, 1006, -140, 0, -350, -205, -88, -873, 964.19, 28.23
3105, 10, -3, 1006, -140, -70, -420, -208, -87, -873, 964.21, 28.23
3106, 10, -2, 1006, -140, 0, -350, -210, -84, -870, 964.21, 28.23
3107, 11, -3, 1006, -140, -70, -350, -207, -88, -865, 964.21, 28.23
3108, 10, -3, 1007, -140, 0, -350, -202, -90, -873, 964.21, 28.23
3109, 10, -3, 1006, -140, 0, -420, -201, -87, -870, 964.21, 28.23
3110, 10, -3, 1006, -140, 0, -350, -202, -84, -871, 964.21, 28.23
3111, 11, -3, 1006, -140, -70, -350, -201, -82, -874, 964.21, 28.23
3112, 11, -3, 1006, -140, -70, -350, -202, -81, -870, 964.21, 28.23
3113, 10, -3, 1006, -70, -70, -350, -204, -81, -868, 964.20, 28.23
3114, 11, -2, 1006, -70, -70, -420, -202, -85, -870, 964.20, 28.23
3115, 12, -3, 1007, -140, -70, -420, -201, -82, -871, 964.20, 28.23
3116, 11, -2, 1006, -70, 0, -350, -204, -79, -876, 964.20, 28.23
3117, 11, -3, 1006, -140, -70, -350, -205, -87, -877, 964.16, 28.23
3118, 10, -2, 1005, -70, 0, -350, -201, -87, -874, 964.16, 28.23
3119, 11, -3, 1006, -140, 0, -350, -204, -82, -877, 964.16, 28.23
3120, 10, -3, 1006, -140, -140, -420, -202, -84, -877, 964.16, 28.23
3121, 11, -3, 1006, -140, -70, -350, -202, -88, -871, 964.11, 28.23
3122, 11, -2, 1005, -140, 0, -350, -207, -87, -876, 964.11, 28.23
3123, 11, -3, 1007, -140, -70, -420, -202, -81, -877, 964.11, 28.23
3124, 10, -2, 1006, -70, -70, -350, -202, -81, -871, 964.11, 28.23
3125, 11, -3, 1006, -70, -70, -350, -202, -81, -873, 964.17, 28.23
3126, 10, -3, 1006, -70, -70, -350, -204, -81, -873, 964.17, 28.23
3127, 10, -3, 1006, 0, -70, -350, -205, -81, -873, 964.17, 28.23
3128, 10, -2, 1006, 0, -70, -350, -205, -84, -871, 964.17, 28.25
3129, 10, -2, 1007, 0, -70, -350, -204, -85, -874, 964.19, 28.25
3130, 11, -3, 1007, -140, -70, -420, -202, -84, -874, 964.19, 28.25
3131, 11, -3, 1007, -210, -70, -420, -202, -82, -870, 964.19, 28.25
3132, 10, -2, 1007, -140, 0, -350, -208, -85, -870, 964.19, 28.25
3133, 11, -2, 1006, -210, 0, -350, -210, -88, -873, 964.11, 28.25
3134, 11, -3, 1006, -140, -70, -420, -208, -87, -877, 964.11, 28.25
3135, 10, -3, 1006, -140, -70, -350, -207, -85, -876, 964.11, 28.25
3136, 11, -3, 1006, -70, -70, -350, -205, -85, -874, 964.11, 28.25
3137, 11, -3, 1006, -140, 0, -350, -204, -85, -883, 964.11, 28.25
3138, 11, -3, 1006, -70, -70, -350, -204, -84, -883, 964.11, 28.25
3139, 11, -3, 1007, -210, 0, -350, -198, -82, -876, 964.11, 28.25
3140, 11, -2, 1006, -210, -70, -420, -198, -79, -871, 964.11, 28.25
3141, 11, -3, 1005, -140, -70, -350, -207, -84, -873, 964.15, 28.25
3142, 11, -3, 1006, -140, -70, -350, -204, -88, -873, 964.15, 28.25
3143, 11, -3, 1006, -140, -70, -420, -199, -82, -876, 964.15, 28.25
3144, 11, -3, 1006, -210, 0, -420, -204, -82, -874, 964.15, 28.25
3145, 11, -2, 1006, -140, 0, -350, -204, -87, -871, 964.15, 28.25
3146, 10, -3, 1005, -140, 0, -350, -202, -84, -871, 964.18, 28.25
3147, 10, -2, 1006, -140, -70, -420, -205, -85, -873, 964.18, 28.25
3148, 11, -3, 1006, -140, -70, -350, -205, -88, -877, 964.18, 28.25
3149, 11, -3, 1006, -70, -70, -350, -202, -85, -876, 964.18, 28.25
3150, 11, -3, 1005, -140, -70, -350, -199, -85, -874, 964.19, 28.25
3151, 10, -3, 1006, -70, -70, -420, -204, -87, -874, 964.19, 28.25
3152, 10, -3, 1007, -70, 0, -350, -207, -82, -870, 964.19, 28.25
3153, 11, -3, 1007, -140, -70, -350, -208, -85, -873, 964.19, 28.25
3154, 11, -3, 1006, -140, -70, -420, -210, -88, -876, 964.18, 28.25
3155, 12, -3, 1007, -140, -70, -350, -201, -84, -876, 964.18, 28.25
3156, 10, -3, 1006, -140, 0, -350, -198, -81, -879, 964.18, 28.25
3157, 11, -3, 1006, -140, -70, -420, -199, -78, -879, 964.18, 28.25
3158, 11, -3, 1005, -140, -70, -350, -198, -85, -874, 964.18, 28.25
3159, 11, -2, 1006, -140, 0, -420, -201, -88, -873, 964.18, 28.25
3160, 11, -3, 1006, -140, -70, -420, -202, -85, -874, 964.18, 28.25
3161, 10, -3, 1007, -70, -70, -350, -201, -84, -877, 964.18, 28.25
3162, 11, -3, 1007, -140, 0, -350, -202, -84, -868, 964.18, 28.25
3163, 10, -3, 1006, -140, 0, -350, -201, -85, -868, 964.18, 28.25
3164, 11, -3, 1006, -140, -70, -420, -198, -84, -882, 964.18, 28.25
3165, 12, -4, 1006, -140, -70, -350, -202, -84, -885, 964.18, 28.25
3166, 11, -3, 1005, -70, 0, -420, -205, -85, -876, 964.19, 28.25
3167, 10, -3, 1006, -140, 0, -420, -208, -85, -873, 964.19, 28.25
3168, 10, -3, 1007, -70, 0, -350, -205, -82, -871, 964.19, 28.25
3169, 10, -3, 1007, -140, -140, -350, -202, -84, -871, 964.19, 28.25
3170, 11, -3, 1006, -140, -70, -420, -204, -82, -870, 964.19, 28.25
3171, 10, -2, 1006, -140, -70, -420, -205, -84, -877, 964.19, 28.25
3172, 11, -3, 1007, -70, 0, -420, -201, -85, -879, 964.19, 28.25
3173, 11, -3, 1005, -70, 0, -350, -198, -81, -876, 964.19, 28.25
3174, 11, -3, 1007, -140, 0, -350, -199, -81, -871, 964.19, 28.25
3175, 10, -3, 1008, -140, -70, -350, -198, -84, -871, 964.19, 28.25
3176, 11, -3, 1008, -70, 0, -350, -204, -85, -877, 964.19, 28.25
3177, 10, -3, 1007, -140, -70, -420, -207, -85, -877, 964.19, 28.25
3178, 11, -3, 1006, -140, -70, -350, -202, -82, -874, 964.20, 28.25
3179, 11, -2, 1006, -210, -70, -350, -202, -82, -876, 964.20, 28.25
3180, 11, -2, 1005, -140, 0, -420, -202, -85, -880, 964.20, 28.25
3181, 11, -3, 1005, -140, 0, -350, -204, -85, -877, 964.20, 28.25
3182, 10, -2, 1005, -70, 0, -350, -202, -84, -879, 964.19, 28.25
3183, 10, -2, 1005, -140, -70, -350, -202, -84, -876, 964.19, 28.25
3184, 10, -4, 1007, -140, -70, -420, -202, -82, -873, 964.19, 28.25
3185, 10, -2, 1007, -140, -140, -350, -202, -82, -876, 964.19, 28.25
3186, 10, -3, 1006, -140, 0, -420, -204, -85, -879, 964.15, 28.25
3187, 10, -3, 1006, -140, 0, -350, -204, -85, -880, 964.15, 28.25
3188, 10, -3, 1006, -140, -70, -350, -198, -84, -886, 964.15, 28.25
3189, 11, -3, 1006, -140, -70, -350, -196, -84, -889, 964.15, 28.25
3190, 12, -3, 1005, -140, -70, -350, -202, -81, -882, 964.15, 28.25
3191, 10, -3, 1007, -70, 0, -350, -205, -82, -876, 964.15, 28.25
3192, 10, -3, 1008, -140, 0, -350, -204, -84, -873, 964.15, 28.25
3193, 11, -3, 1007, -140, -70, -420, -199, -82, -868, 964.15, 28.25
3194, 10, -3, 1006, -210, -70, -350, -196, -87, -879, 964.16, 28.25
3195, 10, -2, 1006, -140, -70, -420, -199, -90, -880, 964.16, 28.25
3196, 11, -2, 1006, -70, 0, -350, -205, -81, -871, 964.16, 28.25
3197, 10, -3, 1006, -140, -70, -350, -202, -76, -873, 964.16, 28.25
3198, 10, -3, 1006, -140, -70, -350, -198, -79, -873, 964.19, 28.25
3199, 11, -3, 1007, -70, -70, -350, -199, -82, -874, 964.19, 28.25
3200, 11, -2, 1007, -70, -70, -420, -202, -84, -876, 964.19, 28.25
3201, 10, -3, 1007, -70, -70, -350, -205, -79, -877, 964.19, 28.25
3202, 11, -3, 1007, -140, -70, -350, -204, -82, -885, 964.19, 28.25
3203, 11, -3, 1006, -140, -70, -420, -204, -90, -886, 964.19, 28.25
3204, 10, -3, 1006, -140, -70, -350, -202, -87, -879, 964.19, 28.25
3205, 11, -2, 1007, -140, -70, -350, -202, -84, -874, 964.19, 28.25
3206, 11, -3, 1007, -140, -70, -420, -202, -82, -873, 964.17, 28.25
3207, 11, -3, 1007, -140, 0, -350, -205, -82, -868, 964.17, 28.25
3208, 10, -3, 1006, -140, -70, -350, -204, -84, -865, 964.17, 28.25
3209, 10, -3, 1006, -70, 0, -420, -199, -85, -873, 964.17, 28.25
3210, 10, -3, 1005, -140, 0, -420, -204, -90, -874, 964.22, 28.25
3211, 10, -3, 1006, -70, -70, -420, -205, -88, -874, 964.22, 28.25
3212, 11, -3, 1006, -140, 0, -350, -207, -81, -876, 964.22, 28.25
3213, 10, -3, 1006, -140, -70, -420, -201, -81, -871, 964.22, 28.25
3214, 10, -3, 1007, -70, 0, -420, -199, -82, -871, 964.19, 28.25
3215, 11, -3, 1006, -70, 0, -420, -207, -82, -874, 964.19, 28.27
3216, 11, -3, 1006, -140, -70, -420, -205, -84, -868, 964.19, 28.27
3217, 10, -3, 1006, -210, -70, -420, -201, -84, -864, 964.19, 28.27
3218, 11, -3, 1005, -140, -70, -420, -201, -84, -870, 964.16, 28.27
3219, 11, -3, 1006, -140, 0, -350, -205, -84, -874, 964.16, 28.27
3220, 10, -3, 1006, -140, 0, -350, -205, -85, -873, 964.16, 28.27
3221, 10, -3, 1007, -140, 0, -350, -204, -87, -871, 964.16, 28.27
3222, 11, -3, 1006, -140, -70, -420, -204, -84, -873, 964.17, 28.27
3223, 10, -3, 1005, -140, -70, -350, -208, -84, -873, 964.17, 28.27
3224, 11, -2, 1007, -70, 0, -420, -210, -87, -870, 964.17, 28.27
3225, 11, -3, 1005, -70, -70, -350, -204, -85, -871, 964.17, 28.27
3226, 11, -2, 1005, 0, -70, -350, -204, -85, -874, 964.15, 28.27
3227, 11, -3, 1006, -70, -70, -350, -205, -88, -879, 964.15, 28.27
3228, 10, -3, 1007, 0, -140, -420, -204, -81, -876, 964.15, 28.27
3229, 11, -3, 1007, -70, -140, -420, -201, -76, -871, 964.15, 28.27
3230, 11, -2, 1007, -70, -70, -350, -202, -81, -874, 964.14, 28.27
3231, 10, -3, 1006, -70, -70, -350, -204, -82, -874, 964.14, 28.27
3232, 11, -3, 1005, -140, 0, -350, -201, -85, -873, 964.14, 28.27
3233, 10, -3, 1005, -140, 0, -420, -201, -88, -874, 964.14, 28.27
3234, 11, -3, 1007, -70, -70, -350, -204, -87, -876, 964.16, 28.27
