Time [mS], AccX [mg], AccY [mg], AccZ [mg], GyroX [mdps], GyroY [mdps], GyroZ [mdps],MagX [mgauss],MagY [mgauss],MagZ [mgauss],P [mB],T ['C]
2426, 16, 744, 669, -140980, 735, -752, -310, 150, -741, 964.81, 31.26
2427, 13, 720, 688, -145145, 1015, -1330, -309, 145, -745, 964.86, 31.26
2428, 12, 685, 720, -145582, 1802, -1977, -307, 136, -756, 964.86, 31.26
2429, 8, 662, 738, -143815, 857, -1767, -306, 121, -762, 964.86, 31.26
2430, 10, 658, 749, -142117, -472, -1120, -303, 115, -768, 964.86, 31.26
2431, 10, 649, 759, -143570, -2677, -3010, -300, 108, -774, 964.83, 31.26
2432, 11, 616, 778, -141890, -6825, -8365, -301, 100, -778, 964.83, 31.26
2433, 15, 604, 789, -141155, -8295, -10447, -307, 93, -793, 964.83, 31.26
2434, 12, 576, 810, -142047, -5110, -7770, -303, 84, -799, 964.83, 31.26
2435, 15, 569, 816, -145390, -7245, -10622, -295, 76, -796, 964.83, 31.27
2436, 15, 544, 832, -148680, -7630, -12337, -301, 69, -799, 964.83, 31.27
2437, 17, 524, 845, -152915, -7962, -13562, -307, 64, -804, 964.83, 31.27
2438, 16, 482, 868, -153597, -7717, -14507, -303, 51, -810, 964.83, 31.27
2439, 15, 456, 884, -149537, -6195, -12232, -303, 36, -816, 964.84, 31.27
2440, 21, 340, 935, -159005, -4690, -12005, -301, 31, -819, 964.84, 31.27
2441, 10, 454, 879, -176592, -2555, -7980, -300, 28, -817, 964.84, 31.27
2442, 20, 335, 928, -190347, -2275, -9257, -298, 16, -823, 964.84, 31.27
2443, 13, 335, 925, -205082, -1732, -9345, -295, 3, -829, 964.86, 31.27
2444, 18, 327, 919, -213727, -787, -8417, -295, -10, -831, 964.86, 31.27
2445, 1, 283, 935, -222705, -612, -9362, -295, -22, -837, 964.86, 31.27
2446, 7, 220, 960, -223405, -420, -7420, -294, -34, -840, 964.86, 31.27
2447, -1, 207, 965, -219590, 297, -5495, -297, -51, -843, 964.87, 31.27
2448, 5, 163, 977, -216790, 910, -5722, -297, -61, -838, 964.87, 31.27
2449, -3, 133, 987, -209877, 2030, -4287, -291, -73, -832, 964.87, 31.27
2450, 9, 105, 997, -202965, 2835, -1120, -294, -90, -838, 964.87, 31.27
2451, -6, 55, 993, -197487, 2012, -3482, -294, -94, -840, 964.86, 31.27
2452, 12, 20, 1006, -189962, 840, -1925, -289, -103, -837, 964.86, 31.27
2453, 79, -142, 1240, -130235, -2310, -1837, -288, -118, -829, 964.86, 31.27
2454, 20, 6, 1025, -1417, 612, -962, -286, -124, -835, 964.86, 31.27
2455, 15, 3, 1010, -490, 227, -385, -286, -126, -838, 964.86, 31.27
2456, 10, -1, 1005, -192, 105, -402, -286, -123, -831, 964.86, 31.27
2457, 12, 0, 1007, -402, 35, -385, -286, -120, -826, 964.86, 31.27
2458, 12, 0, 1007, -315, 17, -385, -285, -120, -826, 964.86, 31.27
2459, 12, 0, 1006, -87, -87, -420, -282, -123, -832, 964.86, 31.27
2460, 12, 0, 1005, -140, -35, -385, -283, -126, -831, 964.86, 31.27
2461, 12, 0, 1003, -17, -17, -385, -280, -126, -843, 964.86, 31.27
2462, 11, 0, 1003, 52, -52, -367, -280, -121, -843, 964.86, 31.27
2463, 11, 0, 1006, -17, -17, -402, -285, -115, -837, 964.86, 31.27
2464, 12, 1, 1007, -35, -17, -385, -285, -120, -844, 964.85, 31.27
2465, 11, 1, 1006, -122, -52, -367, -283, -126, -834, 964.85, 31.27
2466, 12, 0, 1006, -175, -17, -385, -282, -126, -826, 964.85, 31.27
2467, 12, 1, 1007, -297, 35, -402, -282, -120, -831, 964.85, 31.27
2468, 12, 1, 1005, -280, 52, -367, -286, -123, -835, 964.85, 31.27
2469, 12, 1, 1003, -350, 35, -385, -292, -126, -829, 964.85, 31.27
2470, 12, 0, 1006, -332, 0, -402, -292, -123, -832, 964.85, 31.27
2471, 11, 0, 1007, -297, 17, -437, -288, -127, -832, 964.85, 31.27
2472, 11, 1, 1006, -175, -87, -385, -283, -129, -832, 964.87, 31.27
2473, 12, 0, 1007, -210, -87, -385, -285, -118, -835, 964.87, 31.27
2474, 12, 0, 1007, -157, -52, -367, -288, -114, -831, 964.87, 31.27
2475, 12, 0, 1005, -157, -35, -367, -286, -126, -829, 964.87, 31.27
2476, 13, 0, 1004, -157, -87, -332, -285, -127, -834, 964.82, 31.27
2477, 12, 0, 1004, -157, -140, -367, -283, -120, -832, 964.82, 31.27
2478, 12, 0, 1006, -140, -70, -332, -285, -121, -831, 964.82, 31.27
2479, 12, 0, 1006, -122, -52, -350, -286, -123, -828, 964.82, 31.27
2480, 12, 0, 1006, -52, -35, -367, -288, -123, -825, 964.80, 31.27
2481, 11, 0, 1006, -35, -35, -367, -288, -124, -829, 964.80, 31.27
2482, 12, 0, 1006, -87, -35, -315, -283, -123, -834, 964.80, 31.27
2483, 12, 1, 1005, -105, -17, -367, -283, -129, -841, 964.80, 31.27
2484, 12, 0, 1004, -70, -35, -332, -286, -130, -834, 964.82, 31.27
2485, 12, 0, 1005, -52, -35, -332, -282, -127, -825, 964.82, 31.27
2486, 12, 0, 1006, 35, -70, -350, -282, -124, -832, 964.82, 31.27
2487, 12, 0, 1006, 17, -87, -332, -283, -121, -828, 964.82, 31.27
2488, 12, 1, 1006, 35, -105, -332, -285, -124, -828, 964.83, 31.27
2489, 12, 1, 1005, 35, -122, -332, -283, -123, -831, 964.83, 31.27
2490, 12, 1, 1005, 17, -70, -367, -285, -120, -829, 964.83, 31.27
2491, 13, 0, 1004, 87, -105, -385, -285, -126, -832, 964.83, 31.27
2492, 12, 0, 1004, 140, -122, -350, -279, -129, -834, 964.81, 31.27
2493, 13, 0, 1006, 192, -192, -367, -279, -124, -828, 964.81, 31.27
2494, 13, 1, 1006, 210, -175, -367, -282, -123, -823, 964.81, 31.27
2495, 12, 0, 1006, 280, -192, -402, -282, -118, -825, 964.81, 31.27
2496, 12, 1, 1007, 367, -227, -402, -286, -120, -826, 964.82, 31.27
2497, 12, 1, 1006, 332, -245, -437, -285, -121, -826, 964.82, 31.27
2498, 26, 20, 1005, 1435, -1190, -5267, -279, -121, -828, 964.82, 31.27
2499, 52, 50, 1011, 2992, -2187, -23607, -285, -123, -826, 964.82, 31.27
2500, -11, -20, 1000, -2642, 2415, -31990, -288, -126, -826, 964.86, 31.27
2501, -7, -32, 1004, 52, -35, -15172, -282, -129, -828, 964.86, 31.27
2502, 6, -7, 1005, 35, -192, -1960, -282, -121, -826, 964.86, 31.27
2503, 11, 1, 1006, 70, -280, -367, -288, -120, -826, 964.86, 31.27
2504, 12, 1, 1005, 157, -262, -350, -291, -123, -829, 964.81, 31.27
2505, 12, 1, 1005, 192, -367, -455, -286, -117, -829, 964.81, 31.27
2506, 13, 2, 1006, 227, -420, -472, -286, -114, -825, 964.81, 31.27
2507, 12, 0, 1005, 262, -490, -420, -280, -117, -829, 964.81, 31.27
2508, 14, 1, 1004, 350, -647, -455, -280, -118, -834, 964.77, 31.27
2509, 13, 2, 1005, 122, -437, -437, -288, -123, -832, 964.77, 31.27
2510, 13, 1, 1006, 262, -560, -437, -286, -126, -831, 964.77, 31.27
2511, 13, 1, 1005, 280, -560, -455, -286, -123, -831, 964.77, 31.27
2512, 14, 2, 1005, 315, -647, -402, -288, -124, -832, 964.83, 31.27
2513, 14, 3, 1006, 175, -367, -437, -292, -133, -829, 964.83, 31.27
2514, 13, 2, 1006, 105, -315, -455, -291, -127, -834, 964.83, 31.27
2515, 13, 2, 1006, 105, -297, -577, -289, -124, -841, 964.83, 31.27
2516, 14, 4, 1004, 192, -420, -1032, -288, -121, -838, 964.85, 31.27
2517, 17, 6, 1006, 280, -490, -3727, -289, -120, -828, 964.85, 31.27
2518, -24, -17, 1008, -192, 0, -11690, -289, -124, -825, 964.85, 31.27
2519, 0, -5, 1006, -997, 665, -23905, -283, -129, -832, 964.85, 31.27
2520, 57, 22, 1006, -297, 297, -16607, -283, -124, -834, 964.83, 31.27
2521, 15, 3, 1006, -122, -35, -315, -286, -121, -831, 964.83, 31.29
2522, 14, 3, 1006, -542, 420, -297, -288, -120, -828, 964.83, 31.29
2523, 16, 4, 1006, -787, 647, -280, -288, -121, -825, 964.83, 31.29
2524, 17, 5, 1007, -2922, 3272, -280, -292, -126, -823, 964.83, 31.29
2525, 7, -2, 1004, -1277, 1085, -332, -294, -123, -828, 964.83, 31.29
2526, 14, 3, 1007, -1155, 770, -297, -289, -121, -832, 964.83, 31.29
2527, 17, 12, 1020, -2415, 997, -245, -286, -126, -831, 964.83, 31.29
2528, 6, -18, 984, -4060, 1312, 367, -286, -123, -831, 964.82, 31.29
2529, 12, 4, 1011, -332, 157, -472, -289, -120, -835, 964.82, 31.29
2530, 12, 0, 1004, -140, 105, -350, -289, -120, -837, 964.82, 31.29
2531, 11, 0, 1005, -227, 0, -332, -291, -120, -837, 964.82, 31.29
2532, 12, 0, 1005, -140, -17, -385, -288, -118, -826, 964.85, 31.29
2533, 12, 0, 1007, -490, 70, -367, -289, -121, -825, 964.85, 31.29
2534, 12, 0, 1006, -297, 0, -367, -289, -120, -826, 964.85, 31.29
2535, 12, 0, 1007, -175, 35, -367, -285, -120, -828, 964.85, 31.29
2536, 12, 0, 1006, -122, 0, -385, -285, -126, -835, 964.82, 31.29
2537, 12, 0, 1005, -350, 52, -367, -292, -123, -837, 964.82, 31.29
2538, 11, 0, 1005, -157, 35, -402, -294, -124, -835, 964.82, 31.29
2539, 12, 0, 1005, -192, -35, -385, -291, -127, -829, 964.82, 31.29
2540, 12, 0, 1007, -140, -17, -367, -285, -126, -826, 964.80, 31.29
2541, 11, 0, 1005, -105, -17, -367, -282, -121, -823, 964.80, 31.29
2542, 11, 0, 1005, -35, -35, -332, -286, -120, -823, 964.80, 31.29
2543, 12, 0, 1005, 35, -52, -367, -294, -121, -825, 964.80, 31.29
2544, 12, 0, 1006, -70, -52, -367, -294, -120, -826, 964.84, 31.29
2545, 12, 0, 1006, -122, -35, -402, -286, -121, -829, 964.84, 31.29
2546, 12, 0, 1005, -140, -52, -385, -288, -127, -829, 964.84, 31.29
2547, 12, 0, 1006, -87, -70, -367, -288, -129, -831, 964.84, 31.29
2548, 13, 0, 1006, -367, -17, -367, -282, -124, -837, 964.84, 31.29
2549, 12, 0, 1005, -455, 0, -402, -282, -123, -837, 964.84, 31.29
2550, 12, 0, 1006, -315, 52, -402, -282, -126, -832, 964.84, 31.29
2551, 10, 4, 1011, -630, -52, -367, -286, -124, -832, 964.84, 31.29
2552, 12, -1, 1004, -1470, -262, -385, -291, -120, -831, 964.82, 31.29
2553, 11, -1, 1003, -1155, -227, -350, -286, -123, -831, 964.82, 31.29
2554, 12, -1, 1003, -717, -192, -315, -283, -127, -831, 964.82, 31.29
2555, 12, 0, 1006, -420, -52, -385, -285, -123, -831, 964.82, 31.29
2556, 12, -1, 1006, -402, -87, -350, -285, -118, -837, 964.78, 31.29
2557, 11, 0, 1006, -280, 0, -350, -285, -117, -841, 964.78, 31.29
2558, 11, -1, 1004, -367, -52, -350, -288, -120, -835, 964.78, 31.29
2559, 13, -2, 1000, 507, 280, -402, -288, -121, -823, 964.78, 31.29
2560, 11, 1, 1009, 420, 262, -490, -282, -120, -826, 964.75, 31.29
2561, 7, 2, 1004, 350, 227, -1155, -285, -121, -826, 964.75, 31.29
2562, 13, -1, 1006, 245, 297, -472, -289, -120, -826, 964.75, 31.29
2563, 11, 0, 1007, -105, 210, -315, -288, -121, -829, 964.75, 31.29
2564, 12, 0, 1006, -157, 87, -350, -288, -124, -828, 964.74, 31.29
2565, 13, 0, 1006, -227, 87, -385, -285, -126, -834, 964.74, 31.29
2566, 11, 0, 1006, -227, 140, -420, -285, -130, -838, 964.74, 31.29
2567, 11, 0, 1005, -17, 192, -402, -292, -123, -841, 964.74, 31.29
2568, 12, 0, 1006, -70, 122, -350, -292, -121, -835, 964.79, 31.29
2569, 12, 0, 1006, -122, 105, -332, -291, -121, -825, 964.79, 31.29
2570, 10, 0, 1004, -192, 70, -385, -289, -118, -828, 964.79, 31.29
2571, 12, 0, 1006, -245, 70, -437, -286, -123, -832, 964.79, 31.29
2572, 11, 0, 1006, -87, 87, -437, -289, -121, -838, 964.85, 31.29
2573, 11, 0, 1007, -157, 210, -385, -289, -115, -831, 964.85, 31.29
2574, 12, 0, 1006, -245, 140, -455, -286, -120, -823, 964.85, 31.29
2575, 13, 0, 1005, -210, 157, -437, -283, -126, -825, 964.85, 31.29
2576, 22, 0, 1022, -367, 1365, -420, -286, -123, -828, 964.85, 31.29
2577, 23, 3, 1035, -717, 6055, -647, -291, -123, -828, 964.85, 31.29
2578, 32, -4, 1039, -507, 11795, -857, -289, -127, -828, 964.85, 31.29
2579, 21, -1, 1035, -70, 23660, -525, -289, -126, -829, 964.85, 31.29
2580, 15, -1, 1030, 52, 29225, -350, -288, -123, -835, 964.85, 31.29
2581, 1, 0, 1014, 210, 32497, -315, -289, -123, -834, 964.85, 31.29
2582, 0, 0, 1021, 52, 34370, -262, -286, -129, -832, 964.85, 31.29
2583, -8, 0, 1016, 52, 37432, -262, -280, -129, -835, 964.85, 31.29
2584, -18, 0, 1007, -35, 37887, -367, -280, -124, -829, 964.89, 31.29
2585, 0, 0, 1059, 17, 51817, -402, -277, -121, -829, 964.89, 31.29
2586, -12, 0, 1053, 105, 61687, -472, -273, -118, -831, 964.89, 31.29
2587, -27, 2, 1045, 122, 70350, -787, -268, -121, -838, 964.89, 31.29
2588, -69, 34, 1046, 437, 79030, -2800, -270, -126, -840, 964.87, 31.29
2589, -57, -7, 1017, 1120, 85802, -9310, -265, -124, -835, 964.87, 31.29
2590, -48, -25, 1009, 735, 91087, -3710, -259, -129, -834, 964.87, 31.29
2591, -139, 26, 1011, 2082, 97755, -12530, -262, -126, -834, 964.87, 31.29
2592, -123, 1, 1011, 2747, 101080, -15715, -256, -118, -837, 964.80, 31.29
2593, -130, -14, 966, 2747, 100135, -14647, -249, -121, -840, 964.80, 31.29
2594, -145, -11, 965, 2695, 95200, -12967, -244, -124, -843, 964.80, 31.29
2595, -160, -6, 969, 2292, 89985, -9905, -241, -123, -841, 964.80, 31.29
2596, -208, 8, 972, 4427, 92820, -18112, -243, -124, -843, 964.82, 31.29
2597, -190, -12, 984, 4637, 93870, -18217, -243, -120, -846, 964.82, 31.29
2598, -127, -59, 1016, 3080, 92382, -10447, -235, -115, -844, 964.82, 31.29
2599, -188, -10, 1030, 542, 100642, -892, -228, -121, -844, 964.82, 31.29
2600, -189, 0, 1067, 525, 114467, -210, -225, -126, -844, 964.84, 31.29
2601, -219, -1, 1033, 595, 132405, -52, -222, -129, -846, 964.84, 31.29
2602, -287, 0, 958, 770, 152355, 52, -214, -124, -844, 964.84, 31.29
2603, -309, 0, 951, 857, 153580, 140, -208, -120, -837, 964.84, 31.29
2604, -340, 1, 923, 892, 154297, 122, -198, -120, -834, 964.82, 31.29
2605, -364, 0, 912, 805, 153842, 52, -195, -121, -840, 964.82, 31.29
2606, -394, 0, 886, 717, 148680, 52, -187, -121, -838, 964.82, 31.29
2607, -387, 0, 927, 752, 148995, 52, -175, -120, -834, 964.82, 31.29
2608, -397, 0, 959, 927, 164045, 122, -169, -126, -831, 964.82, 31.29
2609, -409, 0, 959, 1085, 179042, 227, -165, -129, -828, 964.82, 31.29
2610, -425, 0, 949, 1120, 197032, 280, -157, -127, -822, 964.82, 31.29
2611, -467, 0, 891, 1085, 211347, 297, -151, -126, -819, 964.82, 31.29
2612, -513, 0, 832, 1085, 219607, 297, -147, -126, -817, 964.86, 31.29
2613, -576, 0, 748, 1085, 205607, 297, -141, -129, -813, 964.86, 31.29
2614, -646, 3, 700, 1050, 193200, 280, -124, -130, -808, 964.86, 31.29
2615, -670, 1, 678, 665, 180407, -35, -115, -127, -807, 964.86, 31.29
2616, -681, 1, 672, 665, 167807, 17, -112, -126, -802, 964.91, 31.29
2617, -710, 0, 639, 630, 155942, -35, -106, -127, -802, 964.91, 31.29
2618, -725, 1, 633, 577, 141505, 0, -100, -133, -804, 964.91, 31.29
2619, -741, 1, 673, 490, 121870, -70, -97, -135, -795, 964.91, 31.29
2620, -717, 0, 698, 560, 124635, -52, -88, -129, -778, 964.92, 31.29
2621, -724, 2, 698, 525, 131967, -105, -84, -127, -774, 964.92, 31.29
2622, -736, 2, 682, 560, 140332, -297, -84, -130, -777, 964.92, 31.29
2623, -759, 2, 642, 507, 146755, -420, -79, -136, -772, 964.92, 31.29
2624, -765, 3, 641, 297, 152355, -682, -73, -133, -762, 964.92, 31.29
2625, -802, -1, 564, 385, 158462, -612, -66, -132, -756, 964.87, 31.29
2626, -815, 0, 545, 472, 158077, -367, -66, -132, -748, 964.87, 31.29
2627, -843, 0, 493, 577, 156415, -175, -61, -129, -742, 964.87, 31.29
2628, -844, 0, 501, 665, 154490, -175, -52, -129, -736, 964.87, 31.29
2629, -861, 1, 468, 647, 152880, -157, -49, -133, -730, 964.83, 31.29
2630, -888, 1, 411, 612, 148575, -262, -46, -133, -726, 964.83, 31.29
2631, -901, 0, 391, 560, 130970, -297, -40, -130, -718, 964.83, 31.29
2632, -881, 1, 450, 577, 131495, -227, -39, -130, -706, 964.83, 31.29
2633, -878, 0, 459, 507, 139895, -262, -37, -130, -702, 964.81, 31.29
2634, -887, 2, 433, 700, 151637, -227, -30, -135, -697, 964.81, 31.29
2635, -906, 1, 372, 717, 159827, -245, -27, -138, -685, 964.81, 31.29
2636, -920, 0, 333, 805, 162627, -262, -22, -135, -675, 964.81, 31.29
2637, -935, 1, 285, 910, 164990, -280, -19, -133, -670, 964.82, 31.29
2638, -941, 1, 262, 1067, 166740, -420, -16, -136, -663, 964.82, 31.29
2639, -975, -46, 60, 10482, 173425, -2537, -18, -135, -655, 964.82, 31.29
2640, -1094, 37, -100, 48195, 177817, -10325, -19, -133, -649, 964.82, 31.29
2641, -1149, 133, -34, 21700, 74847, -9275, -19, -133, -649, 964.86, 31.29
2642, -977, -19, 208, 19897, 62702, -18025, -21, -136, -652, 964.86, 31.29
2643, -976, -19, 152, 4042, 61337, -15855, -19, -139, -648, 964.86, 31.29
2644, -986, -9, 59, 1610, 52797, -13387, -16, -136, -643, 964.86, 31.29
2645, -983, -62, 114, 18322, 46147, -13072, -15, -133, -640, 964.84, 31.29
2646, -993, 35, 98, 32655, 47127, -14192, -18, -136, -636, 964.84, 31.29
2647, -981, -56, 184, 25970, 43400, -13475, -18, -138, -642, 964.84, 31.29
2648, -977, -32, 88, 10832, 35577, -9030, -21, -138, -642, 964.84, 31.29
2649, -996, -19, 50, 10080, 27020, -6860, -24, -138, -645, 964.87, 31.29
2650, -985, -30, 66, 11830, 18882, -5617, -18, -138, -640, 964.87, 31.29
2651, -985, -31, 50, 10675, 9992, -3272, -15, -138, -631, 964.87, 31.29
2652, -990, -22, 30, 14087, -752, -1785, -16, -136, -630, 964.87, 31.29
2653, -984, -20, 119, 12775, -6947, -367, -16, -132, -640, 964.90, 31.29
2654, -986, -23, 79, 770, -14752, 2467, -16, -135, -649, 964.90, 31.29
2655, -984, -25, 82, 910, -20685, 3955, -19, -141, -648, 964.90, 31.29
2656, -982, -27, 72, 1120, -27142, 5740, -24, -133, -646, 964.90, 31.29
2657, -984, -24, 77, 1522, -35052, 7805, -13, -132, -648, 964.86, 31.29
2658, -986, -20, 88, 1627, -42997, 9677, -13, -136, -645, 964.86, 31.29
2659, -979, -18, 108, 1190, -50627, 11637, -18, -138, -648, 964.86, 31.29
2660, -981, -7, 159, 1697, -50540, 12320, -15, -138, -654, 964.86, 31.29
2661, -981, -1, 180, 2292, -48632, 12495, -21, -136, -655, 964.87, 31.29
2662, -983, 6, 197, 2117, -45430, 11830, -21, -133, -658, 964.87, 31.29
2663, -990, 15, 227, 1942, -39655, 10220, -24, -127, -661, 964.87, 31.29
2664, -1018, 52, 283, 1155, -30030, 5757, -24, -130, -663, 964.87, 31.29
2665, -977, 6, 213, 35, -17482, 542, -19, -133, -660, 964.83, 31.29
2666, -974, 3, 209, -35, -9852, 35, -18, -126, -661, 964.83, 31.29
2667, -974, 2, 207, -52, -6877, -35, -16, -127, -664, 964.83, 31.29
2668, -975, 3, 206, -105, -4305, -157, -22, -130, -667, 964.83, 31.29
2669, -975, 3, 206, -52, -1557, -297, -19, -127, -675, 964.80, 31.29
2670, -976, 3, 203, -105, 700, -385, -25, -127, -670, 964.80, 31.29
2671, -977, 1, 196, -122, 2555, -472, -28, -135, -666, 964.80, 31.29
2672, -978, 1, 191, -140, 2467, -490, -21, -135, -667, 964.80, 31.29
2673, -979, 1, 184, -157, 2397, -420, -22, -133, -666, 964.82, 31.29
2674, -980, 1, 187, -105, 2065, -420, -19, -136, -667, 964.82, 31.29
2675, -979, 2, 187, -87, 1977, -385, -19, -133, -666, 964.82, 31.29
2676, -979, 1, 187, -157, 2030, -420, -22, -135, -658, 964.82, 31.29
2677, -981, 2, 179, -122, 1522, -402, -27, -130, -660, 964.82, 31.29
2678, -981, 1, 181, -140, 315, -332, -25, -126, -664, 964.82, 31.29
2679, -980, 1, 187, -122, -297, -350, -21, -126, -673, 964.82, 31.29
2680, -979, 1, 188, -192, -350, -402, -18, -124, -667, 964.82, 31.29
2681, -979, 1, 188, -192, -385, -367, -13, -133, -660, 964.86, 31.29
2682, -979, 1, 190, -192, -105, -350, -18, -135, -663, 964.86, 31.29
2683, -979, 2, 187, -157, 437, -332, -22, -136, -663, 964.86, 31.29
2684, -980, 1, 187, -175, 577, -315, -21, -138, -663, 964.86, 31.29
2685, -979, 1, 187, -122, 525, -297, -25, -136, -660, 964.89, 31.29
2686, -977, 2, 192, -122, 1032, -350, -27, -133, -663, 964.89, 31.29
2687, -979, 2, 189, -87, 1785, -350, -18, -133, -675, 964.89, 31.29
2688, -980, 3, 190, -52, 2327, -402, -13, -133, -673, 964.89, 31.29
2689, -981, 2, 184, -122, 2817, -525, -18, -132, -660, 964.89, 31.29
2690, -981, 1, 181, -105, 2432, -490, -21, -127, -657, 964.89, 31.29
2691, -981, 1, 182, -140, 1557, -490, -25, -124, -658, 964.89, 31.29
2692, -979, 2, 188, -192, 1382, -472, -27, -126, -661, 964.89, 31.29
2693, -978, 2, 191, -122, 2397, -560, -25, -133, -658, 964.88, 31.29
2694, -978, 1, 191, -192, 3552, -595, -21, -135, -663, 964.88, 31.29
2695, -983, 6, 194, -490, 5897, -857, -22, -132, -666, 964.88, 31.29
2696, -981, 3, 182, -595, 7070, -1557, -27, -132, -661, 964.88, 31.29
2697, -981, 0, 171, -542, 6352, -1522, -25, -132, -660, 964.88, 31.29
2698, -981, 1, 179, -402, 5442, -1382, -22, -136, -660, 964.88, 31.29
2699, -981, 1, 182, -315, 5792, -1382, -19, -132, -660, 964.88, 31.29
2700, -982, 5, 197, -472, 10552, -2537, -19, -130, -661, 964.88, 31.29
2701, -984, 6, 194, -700, 13405, -3430, -21, -139, -667, 964.84, 31.29
2702, -983, 4, 193, -857, 16380, -4252, -18, -139, -661, 964.84, 31.29
2703, -982, 0, 182, -1067, 19075, -4830, -16, -133, -654, 964.84, 31.29
2704, -980, -4, 156, -1207, 19162, -4777, -19, -130, -658, 964.84, 31.29
2705, -984, -3, 149, -910, 16975, -4217, -24, -130, -657, 964.80, 31.29
2706, -986, 1, 179, -1032, 18130, -4795, -22, -132, -651, 964.80, 31.29
2707, -987, 0, 171, -1137, 20930, -5582, -18, -133, -648, 964.80, 31.29
2708, -986, 0, 168, -1085, 23065, -6160, -18, -135, -651, 964.80, 31.29
2709, -986, -1, 167, -1137, 26005, -6930, -21, -133, -654, 964.82, 31.29
2710, -986, -3, 163, -1295, 28577, -7490, -22, -132, -654, 964.82, 31.29
2711, -988, -4, 158, -1557, 30922, -7980, -22, -132, -649, 964.82, 31.29
2712, -986, -9, 138, -1977, 35437, -8802, -21, -135, -648, 964.82, 31.29
2713, -987, -13, 143, -3710, 36575, -8767, -19, -135, -651, 964.82, 31.29
2714, -987, -12, 119, -4270, 37870, -8767, -21, -133, -651, 964.82, 31.29
2715, -977, -52, 113, -2135, 37975, -6055, -16, -138, -649, 964.82, 31.29
2716, -987, -17, 113, -997, 39182, -2835, -15, -141, -646, 964.82, 31.29
2717, -988, -17, 115, -857, 39777, -2310, -21, -139, -636, 964.80, 31.29
2718, -989, -17, 94, -770, 43610, -2152, -19, -138, -633, 964.80, 31.29
2719, -991, -17, 83, -1015, 43137, -1942, -18, -138, -637, 964.80, 31.29
2720, -991, -19, 101, -2380, 43277, -1715, -18, -133, -633, 964.80, 31.29
2721, -993, -15, 82, -6317, 45587, -1435, -18, -136, -622, 964.87, 31.29
2722, -989, -29, 64, -2537, 46987, -1085, -19, -141, -618, 964.87, 31.29
2723, -993, -16, 66, -3255, 47950, 665, -15, -138, -612, 964.87, 31.29
2724, -994, -11, 31, 1207, 47932, 0, -7, -139, -613, 964.87, 31.29
2725, -993, -17, 27, 4357, 47110, -17, -15, -139, -615, 964.89, 31.29
2726, -997, -10, 40, 4130, 47302, -927, -19, -139, -606, 964.89, 31.29
2727, -993, -20, 40, 3185, 48755, -927, -16, -139, -601, 964.89, 31.29
2728, -994, -16, 24, 1137, 50365, -612, -13, -136, -600, 964.89, 31.29
2729, -994, -14, 0, 1820, 49980, -1102, -10, -141, -604, 964.86, 31.29
2730, -998, -5, -16, 3465, 49297, -2572, -10, -142, -606, 964.86, 31.29
2731, -993, -23, 0, 3675, 49822, -2852, -12, -138, -595, 964.86, 31.29
2732, -996, -11, -20, 2625, 50767, -2800, -12, -136, -595, 964.86, 31.29
2733, -989, -28, -9, 1627, 51170, -2765, -15, -136, -598, 964.86, 31.29
2734, -992, -20, -30, -770, 52727, -2030, -13, -133, -589, 964.86, 31.29
2735, -985, -33, -61, -2730, 48562, 1260, -10, -135, -589, 964.86, 31.29
2736, -994, -8, -88, -1925, 45447, 1925, -15, -138, -588, 964.86, 31.29
2737, -990, -24, -64, 1505, 44065, 1365, -15, -138, -586, 964.84, 31.29
2738, -993, -13, -66, 962, 44607, 1942, -15, -139, -579, 964.84, 31.29
2739, -991, -17, -82, 1032, 43977, 595, -12, -141, -576, 964.84, 31.29
2740, -986, -25, -74, -52, 43942, 2012, -13, -139, -574, 964.84, 31.29
2741, -990, -13, -102, -4760, 43470, 2362, -10, -135, -574, 964.84, 31.29
2742, -993, -1, -115, -2870, 42455, 1260, -7, -132, -576, 964.84, 31.29
2743, -988, -16, -114, -717, 41615, 17, -10, -136, -567, 964.84, 31.29
2744, -990, -11, -135, -2012, 39830, 402, -13, -136, -562, 964.84, 31.29
2745, -987, -12, -135, -577, 37432, 17, -15, -133, -567, 964.87, 31.29
2746, -986, -12, -142, 630, 35735, -332, -10, -141, -565, 964.87, 31.29
2747, -986, -12, -132, -665, 33705, -350, -10, -141, -564, 964.87, 31.29
2748, -982, -14, -157, -2800, 32410, -490, -16, -141, -562, 964.87, 31.29
2749, -978, -33, -156, -3902, 30362, -595, -15, -141, -559, 964.89, 31.29
2750, -985, -14, -161, -3570, 28332, 2292, -10, -138, -556, 964.89, 31.29
2751, -982, -14, -172, -2957, 26582, 2257, -9, -136, -549, 964.89, 31.29
2752, -981, -13, -165, -1907, 24622, 2345, -7, -138, -544, 964.89, 31.29
2753, -982, -9, -190, -3062, 20160, 2187, -7, -139, -543, 964.88, 31.29
2754, -981, -9, -185, -1977, 16485, 1925, -9, -138, -541, 964.88, 31.29
2755, -981, -9, -181, -2782, 14420, 1557, -12, -132, -544, 964.88, 31.29
2756, -981, -9, -185, -1627, 12652, 1277, -12, -130, -543, 964.88, 31.29
2757, -979, -10, -184, -700, 11270, 1172, -10, -132, -541, 964.85, 31.29
