Time [mS], AccX [mg], AccY [mg], AccZ [mg], GyroX [mdps], GyroY [mdps], GyroZ [mdps],MagX [mgauss],MagY [mgauss],MagZ [mgauss],P [mB],T ['C]
3423, 53, 26, 1008, 630, -70, -96757, -76, -10, -798, 964.87, 31.38
3424, 28, 20, 1005, 17, 157, -95742, -75, -15, -802, 964.87, 31.38
3425, 12, 34, 1006, 1260, -315, -104930, -75, -13, -802, 964.83, 31.38
3426, -18, 31, 1006, 770, -87, -113785, -81, -19, -807, 964.83, 31.38
3427, -18, 17, 1005, -192, 402, -123445, -81, -25, -810, 964.83, 31.38
3428, -6, -22, 1007, -105, 367, -130620, -78, -30, -808, 964.83, 31.38
3429, 7, -29, 1008, 87, 402, -133577, -81, -36, -811, 964.87, 31.38
3430, -8, -28, 1001, 1242, -332, -136570, -84, -40, -808, 964.87, 31.38
3431, 44, -71, 1006, 350, 87, -132037, -87, -42, -813, 964.87, 31.38
3432, 41, -55, 1002, -402, 262, -124057, -91, -43, -819, 964.87, 31.38
3433, 24, -24, 1007, 1032, -350, -117635, -93, -43, -819, 964.87, 31.38
3434, 10, -32, 1002, -245, 70, -113522, -91, -51, -814, 964.83, 31.38
3435, -1, -38, 1007, 1330, -665, -111352, -91, -60, -819, 964.83, 31.38
3436, -13, -14, 1008, 35, 35, -108867, -97, -61, -831, 964.83, 31.38
3437, -14, 11, 1001, 105, 140, -107240, -100, -69, -840, 964.83, 31.38
3438, -27, 0, 1003, -665, 315, -106592, -103, -70, -831, 964.79, 31.38
3439, -38, 2, 1009, 682, -175, -108080, -108, -69, -822, 964.79, 31.38
3440, 58, -24, 1003, 1050, -350, -110267, -109, -78, -828, 964.79, 31.38
3441, 78, -50, 1006, -105, -70, -109882, -108, -84, -829, 964.79, 31.38
3442, 30, -41, 1003, -70, 192, -91700, -111, -90, -831, 964.84, 31.38
3443, 5, -2, 1006, -280, 402, -85697, -121, -87, -828, 964.84, 31.38
3444, 13, -22, 1008, -962, 700, -84980, -126, -84, -822, 964.84, 31.38
3445, -14, -49, 1003, -840, 735, -95410, -126, -84, -829, 964.84, 31.38
3446, 8, -93, 1002, 332, 175, -110040, -126, -90, -829, 964.88, 31.38
3447, -25, -28, 1008, 332, 52, -113820, -130, -90, -834, 964.88, 31.38
3448, -75, -9, 1003, -175, 472, -140630, -135, -91, -834, 964.88, 31.38
3449, -20, -23, 1007, -105, 350, -154000, -135, -96, -840, 964.88, 31.38
3450, -4, -18, 1004, -332, 577, -165935, -139, -99, -843, 964.89, 31.38
3451, -23, -3, 1013, -717, 752, -179165, -145, -103, -840, 964.89, 31.38
3452, -68, 48, 1006, -1540, 1225, -194705, -150, -105, -841, 964.89, 31.38
3453, -97, 98, 1001, -1435, 787, -245227, -160, -112, -846, 964.89, 31.38
3454, 23, 78, 1003, 805, 927, -250075, -165, -124, -846, 964.88, 31.38
3455, 57, 68, 1006, 1767, 315, -239295, -168, -123, -846, 964.88, 31.38
3456, 68, 67, 1008, 1680, 490, -220552, -177, -124, -843, 964.88, 31.38
3457, 59, 76, 1010, 1347, 402, -199342, -187, -130, -844, 964.88, 31.38
3458, 36, 52, 1009, 630, 630, -184187, -192, -124, -847, 964.83, 31.38
3459, -16, 16, 1010, 875, 542, -201827, -199, -129, -847, 964.83, 31.38
3460, -12, 54, 1004, 490, 665, -219275, -208, -138, -847, 964.83, 31.38
3461, 21, 25, 1004, 17, 840, -225225, -211, -138, -840, 964.83, 31.38
3462, 34, 25, 1009, 262, 577, -218592, -220, -133, -840, 964.83, 31.38
3463, 55, 53, 1008, 175, 350, -207900, -237, -133, -846, 964.83, 31.38
3464, 90, 93, 1005, -997, 805, -195510, -241, -136, -843, 964.83, 31.38
3465, 124, 9, 1008, 140, 245, -180232, -243, -132, -844, 964.83, 31.38
3466, 130, -4, 1005, -227, 367, -159162, -249, -127, -846, 964.85, 31.38
3467, 133, 16, 1006, 70, 210, -133455, -256, -132, -837, 964.85, 31.38
3468, 111, 17, 1008, 70, 227, -109812, -264, -130, -835, 964.85, 31.38
3469, 63, 1, 1001, 70, 227, -97387, -270, -127, -840, 964.85, 31.38
3470, 68, -14, 1005, 262, 262, -94185, -268, -130, -841, 964.85, 31.38
3471, 60, -17, 1004, 140, 122, -86800, -273, -124, -834, 964.85, 31.38
3472, 71, -44, 1008, 385, 70, -75827, -276, -123, -831, 964.85, 31.38
3473, 37, -43, 1004, 227, 227, -65257, -279, -126, -844, 964.85, 31.38
3474, 59, -57, 1006, 332, 105, -53795, -282, -124, -844, 964.85, 31.38
3475, 50, -71, 1006, 192, 140, -37957, -285, -121, -835, 964.85, 31.38
3476, 43, -49, 1005, 87, -35, -22697, -286, -118, -835, 964.85, 31.37
3477, 22, -19, 1002, 122, -52, -1505, -288, -121, -832, 964.85, 31.37
3478, 11, 0, 1006, 192, -52, -385, -291, -121, -828, 964.84, 31.37
3479, 12, 0, 1007, 157, 17, -385, -291, -118, -829, 964.84, 31.37
3480, 12, 0, 1006, -17, 17, -367, -286, -115, -835, 964.84, 31.37
3481, 12, 0, 1006, 35, -52, -332, -283, -118, -837, 964.84, 31.37
3482, 12, 0, 1006, -35, 35, -350, -283, -124, -834, 964.86, 31.37
3483, 12, 0, 1006, -122, 0, -350, -288, -120, -835, 964.86, 31.37
3484, 12, 0, 1005, -157, -17, -350, -291, -120, -831, 964.86, 31.37
3485, 12, 0, 1006, -157, -17, -367, -285, -124, -826, 964.86, 31.37
3486, 12, 0, 1005, -122, 0, -332, -282, -124, -834, 964.86, 31.37
3487, 12, 0, 1004, -87, -17, -315, -289, -123, -847, 964.86, 31.37
3488, 12, 1, 1006, -227, 0, -350, -294, -123, -844, 964.86, 31.37
3489, 12, 1, 1005, -262, 17, -332, -295, -118, -844, 964.86, 31.37
3490, 12, 0, 1006, -280, -17, -332, -292, -120, -846, 964.86, 31.37
3491, 12, 1, 1006, -262, 17, -315, -291, -126, -834, 964.86, 31.37
3492, 12, 0, 1005, -245, -17, -315, -289, -127, -832, 964.86, 31.37
3493, 13, 0, 1005, -227, -87, -262, -285, -126, -832, 964.86, 31.37
3494, 12, 0, 1006, 122, 52, -227, -288, -126, -832, 964.84, 31.37
3495, 13, 0, 1004, 105, -17, -70, -291, -127, -841, 964.84, 31.37
3496, 154, 37, 1005, 1575, -805, 16537, -288, -121, -843, 964.84, 31.37
3497, -23, -31, 1006, 1557, -892, 48527, -285, -115, -835, 964.84, 31.37
3498, -90, -3, 1006, 560, -245, 22540, -283, -120, -835, 964.83, 31.37
3499, 8, 2, 1006, 350, -122, 105, -280, -120, -832, 964.83, 31.37
3500, 13, 1, 1006, 192, -52, -332, -282, -120, -831, 964.83, 31.37
3501, 13, 1, 1006, 35, -35, -332, -285, -118, -835, 964.83, 31.37
3502, 13, 0, 1005, -87, 35, -402, -282, -120, -834, 964.83, 31.37
3503, 12, 1, 1007, 17, -105, -350, -280, -123, -829, 964.83, 31.37
3504, 12, 1, 1006, -52, -17, -332, -286, -123, -829, 964.83, 31.37
3505, 12, 1, 1006, -52, 52, -385, -291, -123, -835, 964.83, 31.37
3506, 12, 0, 1005, -35, -35, -367, -283, -121, -843, 964.86, 31.37
3507, 12, 0, 1005, -105, -52, -367, -280, -118, -840, 964.86, 31.37
3508, 12, 1, 1005, 17, -70, -367, -282, -118, -828, 964.86, 31.37
3509, 11, 1, 1005, 17, -70, -385, -283, -123, -826, 964.86, 31.37
3510, 12, 1, 1005, -17, -70, -350, -286, -121, -835, 964.85, 31.37
3511, 12, 1, 1005, -70, 0, -350, -283, -123, -837, 964.85, 31.37
3512, 13, 1, 1006, -105, -35, -350, -286, -127, -837, 964.85, 31.37
3513, 13, 1, 1005, -105, -87, -367, -283, -120, -840, 964.85, 31.37
3514, 13, 0, 1005, -122, -35, -385, -277, -120, -838, 964.84, 31.37
3515, 13, 1, 1004, -175, 0, -402, -288, -124, -835, 964.84, 31.37
3516, 12, 1, 1006, -280, 70, -437, -291, -120, -834, 964.84, 31.37
3517, 12, 2, 1006, -350, 210, -630, -288, -120, -838, 964.84, 31.37
3518, 42, 55, 1005, -35, -122, -6370, -285, -123, -838, 964.87, 31.37
3519, 24, 82, 1009, 315, -87, -40267, -285, -123, -834, 964.87, 31.37
3520, 41, 203, 1006, -280, 595, -78015, -289, -127, -831, 964.87, 31.37
3521, -30, 36, 1004, -665, 735, -102672, -292, -123, -832, 964.87, 31.37
3522, -20, -73, 1005, -350, 542, -92715, -291, -112, -835, 964.90, 31.37
3523, -54, -42, 1004, -2030, 1050, -77805, -291, -115, -832, 964.90, 31.37
3524, -54, 82, 1005, -1732, 595, -87640, -298, -120, -831, 964.90, 31.37
3525, -29, 71, 1003, -332, 525, -103232, -304, -115, -834, 964.90, 31.37
3526, 0, 74, 1007, -17, 262, -115850, -309, -114, -831, 964.90, 31.37
3527, 12, 50, 1005, 175, 385, -122185, -315, -106, -826, 964.90, 31.37
3528, 5, 45, 1007, 52, 332, -128380, -316, -106, -829, 964.90, 31.37
3529, -31, 66, 1004, 525, 490, -159687, -318, -105, -826, 964.90, 31.37
3530, -21, 92, 1007, 262, 490, -174965, -319, -99, -820, 964.83, 31.37
3531, -45, 104, 1005, -297, 350, -188685, -330, -96, -820, 964.83, 31.37
3532, -33, 93, 1007, -175, 350, -199552, -339, -90, -819, 964.83, 31.37
3533, -10, 64, 1004, 507, 472, -206307, -346, -82, -813, 964.83, 31.37
3534, -8, 83, 1008, 402, 455, -219135, -354, -79, -814, 964.85, 31.37
3535, 0, 104, 1011, 367, 507, -236985, -363, -75, -811, 964.85, 31.37
3536, -10, 34, 1002, 822, 682, -231157, -367, -67, -804, 964.85, 31.37
3537, -8, -11, 1008, 455, 560, -219275, -370, -63, -802, 964.85, 31.37
3538, 17, -39, 1014, 35, 560, -205397, -378, -55, -810, 964.92, 31.37
3539, 24, -37, 999, 507, 735, -195965, -382, -51, -820, 964.92, 31.37
3540, 9, -91, 1001, 717, 612, -173057, -382, -48, -810, 964.92, 31.37
3541, 119, -105, 1004, 472, 420, -150395, -388, -37, -792, 964.92, 31.37
3542, 115, -67, 1004, 350, 402, -129010, -391, -37, -786, 964.90, 31.37
3543, 74, -28, 1007, 280, 350, -114800, -396, -31, -784, 964.90, 31.37
3544, 23, -11, 1007, 455, 350, -109585, -400, -25, -784, 964.90, 31.37
3545, -45, -1, 1005, 245, 227, -112857, -402, -25, -781, 964.90, 31.37
3546, -5, 15, 1004, 560, 245, -125020, -402, -18, -778, 964.88, 31.37
3547, 23, 0, 1016, 332, 262, -126420, -399, -12, -780, 964.88, 31.37
3548, 44, 3, 999, 367, 455, -122237, -405, -7, -775, 964.88, 31.37
3549, 30, 1, 1002, 35, 297, -120522, -414, -3, -774, 964.88, 31.37
3550, 15, -1, 1009, 262, 385, -118982, -418, 4, -777, 964.91, 31.37
3551, 6, 4, 1008, 105, 297, -120382, -420, 6, -772, 964.91, 31.37
3552, 60, -4, 1003, 192, 332, -115955, -417, 10, -765, 964.91, 31.37
3553, 11, 8, 1007, 367, 315, -111142, -421, 18, -762, 964.91, 31.37
3554, 9, 69, 1006, 297, 332, -110197, -424, 22, -760, 964.90, 31.37
3555, -31, 86, 1008, 367, 472, -121170, -427, 27, -757, 964.90, 31.37
3556, -39, 77, 1002, 332, 647, -132405, -427, 31, -756, 964.90, 31.37
3557, -53, 70, 1005, 560, 385, -140437, -427, 31, -750, 964.90, 31.37
3558, -55, 46, 1003, 367, 490, -157955, -429, 34, -750, 964.89, 31.37
3559, -2, 5, 1013, -35, 472, -162137, -432, 40, -742, 964.89, 31.37
3560, 18, -30, 999, -455, 630, -154822, -430, 48, -741, 964.89, 31.37
3561, -1, 23, 1004, -140, 402, -153930, -438, 49, -741, 964.89, 31.37
3562, 24, -27, 1001, 735, 472, -157097, -441, 55, -738, 964.85, 31.37
3563, -19, -27, 1011, 227, 437, -160457, -442, 63, -733, 964.85, 31.40
3564, 17, 8, 1004, 700, 560, -165357, -444, 73, -730, 964.85, 31.40
3565, 18, -10, 1005, 682, 455, -168315, -444, 84, -730, 964.85, 31.40
3566, 9, 21, 1001, 1102, 490, -162452, -445, 84, -726, 964.85, 31.40
3567, -20, 19, 1010, 665, 402, -167072, -445, 97, -717, 964.85, 31.40
3568, 13, 46, 1003, 227, 647, -167580, -445, 106, -714, 964.85, 31.40
3569, 4, 66, 1006, 997, 402, -166617, -445, 108, -708, 964.85, 31.40
3570, -6, 69, 999, 595, 647, -167457, -444, 117, -705, 964.89, 31.40
3571, 1, 56, 1008, 717, 525, -170205, -445, 124, -703, 964.89, 31.40
3572, 3, 29, 1008, 437, 455, -170380, -450, 127, -702, 964.89, 31.40
3573, 13, 5, 1007, 805, 472, -170275, -445, 133, -694, 964.89, 31.40
3574, 23, 3, 1011, 577, 542, -169505, -441, 144, -687, 964.84, 31.40
3575, 30, 0, 996, -52, 857, -164272, -442, 151, -693, 964.84, 31.40
3576, 35, 0, 1012, 665, 472, -160335, -444, 157, -694, 964.84, 31.40
3577, 21, 5, 1012, 332, 577, -155785, -448, 162, -685, 964.84, 31.40
3578, 20, 7, 991, 455, 875, -152897, -450, 169, -678, 964.81, 31.40
3579, 22, 14, 1011, 682, 367, -150535, -450, 172, -673, 964.81, 31.40
3580, 11, -2, 1010, 1085, 227, -147210, -450, 175, -675, 964.81, 31.40
3581, 28, -3, 1003, 402, 700, -137532, -448, 181, -669, 964.81, 31.40
3582, 16, 20, 1009, 350, 472, -133280, -453, 187, -664, 964.85, 31.40
3583, 38, 16, 1002, 665, 262, -128187, -447, 195, -664, 964.85, 31.40
3584, 54, 37, 1014, 770, 402, -116777, -441, 198, -661, 964.85, 31.40
3585, 26, 66, 998, 682, 350, -107310, -442, 195, -657, 964.85, 31.40
3586, 40, 50, 1005, 420, 560, -103460, -445, 202, -652, 964.85, 31.40
3587, 31, -13, 1010, 770, 140, -92400, -442, 213, -648, 964.85, 31.40
3588, 32, -37, 1005, 507, 70, -83912, -439, 217, -645, 964.85, 31.40
3589, 16, 4, 1010, 385, 157, -72555, -436, 216, -648, 964.85, 31.40
3590, 19, 3, 1007, 192, 175, -63560, -433, 216, -648, 964.84, 31.40
3591, 17, -7, 1004, 0, 192, -50312, -432, 219, -655, 964.84, 31.40
3592, 25, -7, 1003, -52, 140, -16887, -427, 220, -654, 964.84, 31.40
3593, 9, -20, 1005, -140, 0, -3045, -432, 220, -645, 964.84, 31.40
3594, -8, 3, 1006, -210, -70, -315, -438, 222, -643, 964.84, 31.40
3595, -8, 3, 1006, -35, -122, -192, -436, 222, -643, 964.86, 31.40
3596, 29, -37, 1006, 17, -175, 2170, -433, 217, -646, 964.86, 31.40
3597, 15, -16, 1006, -140, -122, 13020, -435, 216, -655, 964.86, 31.40
3598, 0, -8, 1005, 52, -227, 17167, -433, 220, -654, 964.86, 31.40
3599, -20, 0, 1006, 87, -192, 17587, -433, 220, -645, 964.83, 31.40
3600, -16, 6, 1005, 35, -157, 17640, -435, 217, -646, 964.83, 31.40
3601, -11, 2, 1005, 122, -192, 17150, -436, 219, -646, 964.83, 31.40
3602, 12, -42, 1005, 192, -280, 20422, -438, 219, -645, 964.83, 31.40
3603, -14, 9, 1005, -52, -157, 29050, -436, 219, -643, 964.84, 31.40
3604, 0, -16, 1005, -17, -52, 21700, -439, 220, -652, 964.84, 31.40
3605, -16, 17, 1006, -122, -140, 23502, -439, 219, -654, 964.84, 31.40
3606, -22, 24, 1002, 17, -280, 19670, -435, 213, -648, 964.84, 31.40
3607, -15, 11, 1006, 297, -280, 16625, -435, 207, -648, 964.87, 31.40
3608, -10, 7, 1006, 297, -280, 16397, -439, 216, -648, 964.87, 31.40
3609, -8, 6, 1006, 315, -297, 16485, -441, 217, -646, 964.87, 31.40
3610, -10, -7, 1004, 2957, -1365, 26477, -439, 211, -646, 964.87, 31.40
3611, -24, 74, 1013, 2625, -910, 20387, -438, 216, -646, 964.87, 31.40
3612, -17, 48, 1007, 1050, -420, 9590, -436, 211, -649, 964.87, 31.40
3613, -12, 26, 1006, 437, -140, 3377, -441, 207, -652, 964.87, 31.40
3614, -11, 15, 1005, 192, -35, 367, -441, 204, -651, 964.87, 31.40
3615, -7, 7, 1005, 280, -122, -280, -436, 207, -645, 964.90, 31.40
3616, -7, 7, 1006, -17, -35, -367, -439, 214, -646, 964.90, 31.40
3617, -8, 6, 1006, 87, -70, -367, -439, 208, -654, 964.90, 31.40
3618, -7, 7, 1005, 70, -70, -367, -439, 208, -654, 964.90, 31.40
3619, -8, 8, 1005, -122, -70, -350, -439, 208, -661, 964.89, 31.40
3620, -8, 8, 1005, -280, -17, -350, -436, 204, -663, 964.89, 31.40
3621, -8, 7, 1005, -332, 35, -367, -439, 211, -651, 964.89, 31.40
3622, -8, 6, 1005, -227, -17, -332, -438, 211, -648, 964.89, 31.40
3623, -7, 7, 1005, -157, 0, -332, -435, 208, -651, 964.84, 31.40
3624, -8, 7, 1006, -175, 0, -350, -432, 211, -651, 964.84, 31.40
3625, -8, 6, 1005, -157, 52, -315, -432, 211, -649, 964.84, 31.40
3626, -7, 6, 1006, -227, 70, -332, -430, 211, -646, 964.84, 31.40
3627, -8, 7, 1006, -420, 70, -332, -433, 207, -654, 964.85, 31.40
3628, 5, -22, 1009, -805, 122, 402, -442, 205, -661, 964.85, 31.40
3629, 35, -96, 1006, -1785, 420, 17570, -441, 211, -658, 964.85, 31.40
3630, -14, 27, 1005, -1575, 332, 28402, -438, 211, -651, 964.85, 31.40
3631, -8, 21, 1004, -1365, 245, 22802, -442, 211, -651, 964.86, 31.40
3632, 17, -25, 1006, -1277, 332, 24097, -445, 210, -657, 964.86, 31.40
3633, 18, 11, 1006, -1207, 192, 28210, -441, 204, -658, 964.86, 31.40
3634, 28, -10, 1003, -927, 52, 36015, -447, 208, -658, 964.86, 31.40
3635, 16, -8, 1007, -735, 0, 45797, -445, 205, -657, 964.82, 31.40
3636, 17, -17, 1006, -1102, 0, 53987, -439, 201, -661, 964.82, 31.40
3637, 17, 7, 1007, -1085, 70, 62335, -442, 199, -660, 964.82, 31.40
3638, 33, 3, 1004, -1277, 52, 67252, -441, 196, -657, 964.82, 31.40
3639, 33, 17, 1003, -1172, -70, 82460, -435, 193, -661, 964.78, 31.40
3640, 17, 26, 1009, -787, -385, 90580, -438, 189, -666, 964.78, 31.40
3641, 0, 23, 1004, -857, -210, 96477, -445, 183, -672, 964.78, 31.40
3642, 17, 6, 1010, -630, -455, 101517, -450, 184, -684, 964.78, 31.40
3643, 47, -11, 1000, -1137, -385, 108727, -450, 186, -678, 964.78, 31.40
3644, 42, 2, 1008, -1032, -542, 117600, -448, 178, -672, 964.78, 31.40
3645, 21, 9, 1003, -787, -525, 131250, -445, 175, -678, 964.78, 31.40
3646, 8, -11, 1001, -437, -525, 133875, -444, 174, -673, 964.78, 31.40
3647, 25, -42, 1011, -87, -665, 135590, -448, 168, -673, 964.78, 31.40
3648, 56, -87, 1006, -857, -542, 143325, -448, 159, -678, 964.78, 31.40
3649, 44, -55, 1004, -437, -682, 154612, -447, 151, -682, 964.78, 31.42
3650, 37, 25, 1007, -787, -560, 173355, -451, 147, -688, 964.78, 31.42
3651, 24, 27, 1000, -962, -612, 176540, -451, 144, -690, 964.82, 31.42
3652, 21, 46, 1006, -490, -735, 178500, -450, 133, -691, 964.82, 31.42
3653, 42, 52, 1003, -245, -612, 180792, -451, 126, -696, 964.82, 31.42
3654, 54, 54, 1008, -87, -700, 187775, -454, 118, -706, 964.82, 31.42
3655, 76, 75, 1000, -945, -787, 199080, -451, 106, -712, 964.85, 31.42
3656, 47, 45, 1009, -1050, -490, 212555, -445, 102, -715, 964.85, 31.42
3657, 30, -47, 1007, -1732, -437, 213972, -442, 96, -723, 964.85, 31.42
3658, 34, -75, 1007, -1872, -595, 217805, -442, 87, -729, 964.85, 31.42
3659, 26, -71, 992, -1452, -630, 219205, -441, 78, -729, 964.84, 31.42
3660, 13, -38, 1017, -1365, -752, 218837, -442, 67, -732, 964.84, 31.42
3661, 44, -11, 1002, -1330, -822, 218732, -441, 55, -739, 964.84, 31.42
3662, 52, 41, 1001, -927, -542, 227920, -433, 46, -747, 964.84, 31.42
3663, 29, 40, 1009, -1242, -752, 231070, -429, 42, -751, 964.81, 31.42
3664, 32, 42, 1000, -507, -700, 234027, -424, 34, -754, 964.81, 31.42
3665, -2, 15, 1008, -385, -367, 238367, -421, 18, -765, 964.81, 31.42
3666, 20, 13, 1010, -332, -140, 244545, -424, 12, -769, 964.81, 31.42
3667, 31, -1, 1004, -735, -560, 249655, -420, 7, -771, 964.81, 31.42
3668, -6, 62, 1010, -1050, -700, 252700, -420, -7, -778, 964.81, 31.42
3669, 6, 73, 1003, -980, -647, 244842, -411, -7, -778, 964.81, 31.42
3670, -8, 86, 1003, -1365, -805, 237912, -405, -12, -783, 964.81, 31.42
3671, -11, 95, 1002, -525, -805, 228567, -399, -18, -783, 964.85, 31.42
3672, -27, 134, 1011, -280, -910, 218137, -396, -27, -790, 964.85, 31.42
3673, -20, 123, 999, -805, -787, 207585, -390, -36, -795, 964.85, 31.42
3674, -27, 123, 1010, -280, -700, 176505, -381, -42, -793, 964.85, 31.42
3675, -37, 61, 1005, -560, -507, 159932, -381, -46, -798, 964.80, 31.42
3676, -38, 58, 1006, -455, -542, 142222, -378, -57, -805, 964.80, 31.42
3677, 10, 36, 1000, -560, -472, 129850, -373, -60, -808, 964.80, 31.42
3678, 21, 44, 1009, -577, -525, 125072, -367, -60, -810, 964.80, 31.42
3679, 56, 49, 1006, -192, -647, 123130, -363, -61, -813, 964.82, 31.42
3680, 44, 32, 1008, -315, -455, 125807, -361, -67, -816, 964.82, 31.42
3681, 46, 13, 1003, -700, -455, 130217, -361, -73, -817, 964.82, 31.42
3682, 44, 21, 1002, -700, -525, 133630, -363, -78, -820, 964.82, 31.42
3683, 49, 38, 1014, -402, -560, 136465, -354, -84, -819, 964.86, 31.42
3684, 40, 18, 997, -542, -420, 138250, -345, -85, -822, 964.86, 31.42
3685, -4, -1, 1004, -700, -490, 139230, -342, -84, -828, 964.86, 31.42
3686, -2, 33, 1007, -630, -507, 136307, -331, -91, -831, 964.86, 31.42
3687, 4, 41, 1001, -910, -315, 132282, -328, -99, -828, 964.87, 31.42
3688, 35, 34, 1011, -910, -437, 129045, -333, -103, -829, 964.87, 31.42
3689, 2, 16, 1010, -402, -507, 124460, -327, -106, -829, 964.87, 31.42
3690, -27, 1, 1004, -1050, -210, 117810, -316, -105, -825, 964.87, 31.42
3691, -22, 18, 1006, -367, -227, 94430, -313, -106, -832, 964.90, 31.42
3692, 26, 27, 1004, -227, -332, 85610, -312, -106, -838, 964.90, 31.42
3693, 52, 14, 1007, -210, -332, 83930, -306, -109, -841, 964.90, 31.42
3694, 66, 14, 1011, -647, -122, 85172, -301, -120, -841, 964.90, 31.42
3695, 51, 18, 1001, -647, 87, 88322, -304, -117, -837, 964.90, 31.42
3696, -11, 16, 1006, -735, 17, 89390, -300, -114, -835, 964.90, 31.42
3697, -111, 58, 1003, -437, 157, 68512, -295, -118, -835, 964.90, 31.42
3698, -98, 24, 1005, -227, 52, 51065, -295, -117, -843, 964.90, 31.42
3699, -64, 15, 1005, -105, 105, 37695, -292, -117, -846, 964.90, 31.42
3700, -14, 22, 1003, -350, 210, 26775, -292, -115, -838, 964.90, 31.42
3701, -3, 24, 1007, 17, -35, 18112, -286, -117, -835, 964.90, 31.42
3702, 10, 23, 1003, -192, 17, 8365, -289, -123, -838, 964.90, 31.42
3703, -2, 22, 1006, -52, 140, -9205, -292, -121, -835, 964.87, 31.42
3704, -18, 23, 1006, -52, 105, -18865, -288, -118, -838, 964.87, 31.42
3705, -18, 9, 1006, 140, 87, -28560, -286, -121, -850, 964.87, 31.42
3706, -24, -12, 1005, -210, 140, -35175, -289, -123, -847, 964.87, 31.42
3707, -29, -4, 1004, 35, 0, -38710, -289, -121, -841, 964.87, 31.42
3708, -33, -3, 1006, -17, 210, -34580, -292, -118, -840, 964.87, 31.42
3709, -22, -10, 1006, -140, 0, -25567, -292, -115, -840, 964.87, 31.42
3710, -13, -9, 1006, -245, -175, -18725, -294, -114, -843, 964.87, 31.42
3711, -34, -1, 1006, -385, -210, -18445, -292, -118, -840, 964.89, 31.42
3712, -68, 13, 1005, -280, -87, -29960, -289, -121, -832, 964.89, 31.42
3713, -39, 17, 1005, -297, 17, -40162, -289, -121, -841, 964.89, 31.42
3714, 58, -8, 1006, -700, -192, -30870, -291, -120, -841, 964.89, 31.42
3715, 79, -4, 1005, -787, -315, -21350, -294, -117, -829, 964.83, 31.42
3716, 70, -22, 1006, -682, -297, -9870, -298, -114, -831, 964.83, 31.42
3717, 10, 2, 1006, -682, -227, -5040, -298, -112, -832, 964.83, 31.42
3718, -21, 23, 1003, -542, -192, -8225, -300, -108, -832, 964.83, 31.42
3719, 25, -9, 1007, -402, -70, -10430, -295, -109, -837, 964.86, 31.42
3720, 14, -2, 1004, -192, 122, -437, -295, -117, -840, 964.86, 31.42
3721, 11, 0, 1004, -157, 70, -385, -297, -115, -840, 964.86, 31.42
3722, 12, 0, 1006, -122, 35, -437, -295, -114, -835, 964.86, 31.42
3723, 12, 0, 1006, -87, 17, -455, -298, -111, -834, 964.92, 31.42
3724, 12, 0, 1006, -192, -105, -385, -301, -115, -834, 964.92, 31.42
3725, 12, 0, 1005, -175, -17, -350, -303, -118, -835, 964.92, 31.42
3726, 12, 0, 1005, -140, 0, -332, -298, -118, -834, 964.92, 31.42
3727, 12, 0, 1006, -262, -35, -315, -298, -124, -834, 964.88, 31.42
3728, 12, 0, 1005, -262, -70, -367, -297, -120, -840, 964.88, 31.42
3729, 12, 0, 1006, -280, -105, -332, -297, -115, -835, 964.88, 31.42
3730, 11, 0, 1006, -280, -105, -402, -298, -117, -835, 964.88, 31.42
3731, 13, 0, 1006, -210, -70, -402, -300, -117, -838, 964.86, 31.42
3732, 12, 0, 1005, -192, -17, -367, -301, -114, -837, 964.86, 31.42
3733, 12, 0, 1005, -192, 0, -367, -298, -111, -838, 964.86, 31.42
3734, 12, 0, 1006, -192, -35, -350, -297, -114, -838, 964.86, 31.42
3735, 12, 0, 1004, -245, -35, -350, -301, -112, -834, 964.88, 31.42
3736, 12, 0, 1005, -227, -70, -350, -298, -118, -832, 964.88, 31.42
3737, 13, 0, 1004, -157, -70, -350, -295, -120, -828, 964.88, 31.42
3738, 12, 0, 1007, -280, -122, -385, -297, -111, -832, 964.88, 31.42
3739, 12, 0, 1007, -245, -52, -420, -300, -112, -838, 964.84, 31.42
3740, 12, 0, 1006, -192, -35, -402, -298, -114, -835, 964.84, 31.42
3741, 12, 0, 1005, -140, -17, -402, -295, -118, -835, 964.84, 31.42
3742, 12, 0, 1004, -87, 0, -385, -298, -123, -838, 964.84, 31.42
3743, 12, 0, 1005, -70, 35, -350, -295, -120, -844, 964.80, 31.42
3744, 12, 0, 1005, -105, 17, -332, -297, -120, -846, 964.80, 31.42
3745, 12, 0, 1004, -52, 52, -367, -297, -118, -835, 964.80, 31.42
3746, 11, 0, 1005, -87, 17, -332, -295, -115, -834, 964.80, 31.42
3747, 11, 0, 1005, -70, 52, -350, -298, -115, -834, 964.84, 31.42
3748, 11, 0, 1006, -87, 0, -367, -297, -117, -834, 964.84, 31.42
3749, 12, 0, 1005, -70, -35, -367, -294, -118, -837, 964.84, 31.42
3750, 12, 0, 1004, -52, 35, -437, -301, -118, -834, 964.84, 31.42
3751, 12, 0, 1005, -35, 17, -385, -303, -120, -834, 964.89, 31.42
3752, 12, 0, 1006, 35, -17, -385, -297, -115, -834, 964.89, 31.42
3753, 13, 0, 1004, -52, 17, -350, -298, -115, -837, 964.89, 31.42
3754, 12, 0, 1006, -87, 35, -332, -298, -117, -837, 964.89, 31.42
